pub_date| title| venue| excerpt| citation| url_slug| paper_url
2020-03-09| Adaptive Flow-Level Scheduling for the IoT MAC| 2020 International Conference on COMmunication Systems & NETworkS (COMSNETS)| | P. Sharma, J. Nair and R. Singh, "Adaptive Flow-Level Scheduling for the IoT MAC," 2020 International Conference on COMmunication Systems & NETworkS (COMSNETS), Bengaluru, India, 2020, pp. 515-518| paper-1| https://doi.org/10.1109/COMSNETS48256.2020.9027315
